context_id,vignette_id,mean_rating,weight_all30,weight_within_game,source_id_context,game_context,frame,source_id_vignette,game_vignette,setting,setting_code,sender_category,sender_action,receiver_action,joint_action,matching_game
T02,V05,27.666666666666668,0.016080726616262923,,TG_BONUS,TG,Bonus,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
T02,V06,88.0,0.05131782539042621,0.08910120345187922,TG_BONUS,TG,Bonus,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,True
T02,V07,44.0,0.025641039032221025,,TG_BONUS,TG,Bonus,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T02,V08,36.333333333333336,0.021144814523105,,TG_BONUS,TG,Bonus,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,False
T02,V09,28.333333333333332,0.016476374489655606,,TG_BONUS,TG,Bonus,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,False
T02,V10,38.0,0.02212557215467235,,TG_BONUS,TG,Bonus,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,False
T02,V11,79.66666666666667,0.04646880778072909,0.08066525491173071,TG_BONUS,TG,Bonus,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,True
T02,V12,31.666666666666668,0.018419388787254756,,TG_BONUS,TG,Bonus,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,False
T02,V13,47.333333333333336,0.027602554295355727,,TG_BONUS,TG,Bonus,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,False
T02,V14,46.0,0.026809481686863517,,TG_BONUS,TG,Bonus,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,False
T02,V15,34.333333333333336,0.019950763456099547,,TG_BONUS,TG,Bonus,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,False
T02,V16,81.33333333333333,0.0474412033603821,0.08234817752126283,TG_BONUS,TG,Bonus,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,True
T02,V17,55.0,0.03205592403166017,,TG_BONUS,TG,Bonus,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T02,V18,86.33333333333333,0.05033529089715202,0.08741044006615871,TG_BONUS,TG,Bonus,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,True
T02,V19,82.0,0.047819604873326156,0.08302476107431783,TG_BONUS,TG,Bonus,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,True
T02,V20,35.666666666666664,0.020742059202884907,,TG_BONUS,TG,Bonus,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,False
T02,V21,36.666666666666664,0.021332499546180137,,TG_BONUS,TG,Bonus,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,False
T02,V22,54.666666666666664,0.031823607374066594,,TG_BONUS,TG,Bonus,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T02,V23,35.666666666666664,0.02074916664971232,,TG_BONUS,TG,Bonus,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,False
T02,V24,78.0,0.045489827010868594,0.07897241541581028,TG_BONUS,TG,Bonus,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,True
T02,V25,86.0,0.05012910490854131,0.08706142518044857,TG_BONUS,TG,Bonus,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,True
T02,V26,85.33333333333333,0.04979125905008206,0.08641620473214717,TG_BONUS,TG,Bonus,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,True
T02,V27,32.666666666666664,0.019012860597343778,,TG_BONUS,TG,Bonus,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,False
T02,V28,59.0,0.03437733984220338,,TG_BONUS,TG,Bonus,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T02,V29,84.33333333333333,0.04914657041526712,0.08537066179472806,TG_BONUS,TG,Bonus,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,True
T02,V30,76.0,0.0443112454426049,0.07694047792056803,TG_BONUS,TG,Bonus,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,True
T03,V01,33.333333333333336,0.02037326343200027,,UG_AID,UG,Aid,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T03,V02,43.333333333333336,0.026719477832909774,,UG_AID,UG,Aid,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T03,V03,33.666666666666664,0.020490937839404515,,UG_AID,UG,Aid,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T03,V04,55.666666666666664,0.03440639206674456,,UG_AID,UG,Aid,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T03,V05,73.66666666666667,0.04571167292749464,0.0791735867239584,UG_AID,UG,Aid,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T03,V06,31.0,0.01913005375423417,,UG_AID,UG,Aid,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T03,V07,60.0,0.037209334543897445,,UG_AID,UG,Aid,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T03,V08,75.33333333333333,0.04677190064424269,0.08098019651665357,UG_AID,UG,Aid,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T03,V09,73.66666666666667,0.04571167292749464,0.0791735867239584,UG_AID,UG,Aid,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T03,V10,74.66666666666667,0.04635683421781722,0.08023178778215946,UG_AID,UG,Aid,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T03,V11,29.666666666666668,0.018217471846680284,,UG_AID,UG,Aid,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T03,V12,86.66666666666667,0.05390356779312468,0.09321101055806093,UG_AID,UG,Aid,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T03,V13,73.66666666666667,0.04579412198219757,0.07916859892530485,UG_AID,UG,Aid,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T03,V14,73.0,0.045364014455315856,0.07846313155317082,UG_AID,UG,Aid,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T03,V15,81.66666666666667,0.0507453908940036,0.08777300707530067,UG_AID,UG,Aid,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T03,V16,33.0,0.02015820966855941,,UG_AID,UG,Aid,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T03,V17,44.333333333333336,0.02743951222814588,,UG_AID,UG,Aid,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T03,V18,37.333333333333336,0.02293129154304494,,UG_AID,UG,Aid,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T03,V19,29.666666666666668,0.018217471846680284,,UG_AID,UG,Aid,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T03,V20,82.33333333333333,0.05117549842088532,0.08847847444743469,UG_AID,UG,Aid,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T03,V21,74.0,0.04595669809272542,0.07953291356303603,UG_AID,UG,Aid,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T03,V22,51.666666666666664,0.03187833535748982,,UG_AID,UG,Aid,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T03,V23,75.33333333333333,0.04676443549357586,0.08095542925896825,UG_AID,UG,Aid,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T03,V24,28.666666666666668,0.01756484540569087,,UG_AID,UG,Aid,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T03,V25,30.0,0.01847742731324475,,UG_AID,UG,Aid,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T03,V26,30.666666666666668,0.018832661735212943,,UG_AID,UG,Aid,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T03,V27,86.33333333333333,0.05368851402968381,0.09285827687199392,UG_AID,UG,Aid,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T03,V28,44.333333333333336,0.027454442529479563,,UG_AID,UG,Aid,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T03,V29,36.333333333333336,0.022278665102055516,,UG_AID,UG,Aid,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T03,V30,33.333333333333336,0.020275884075963656,,UG_AID,UG,Aid,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T04,V01,26.333333333333332,0.016326490752788806,,UG_CONTROL,UG,Control,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T04,V02,41.666666666666664,0.025728508006387717,,UG_CONTROL,UG,Control,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T04,V03,25.666666666666668,0.01587251192951118,,UG_CONTROL,UG,Control,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T04,V04,43.333333333333336,0.02676473461678322,,UG_CONTROL,UG,Control,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T04,V05,83.66666666666667,0.052880281430717775,0.08250549438967665,UG_CONTROL,UG,Control,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T04,V06,28.0,0.017377232332363934,,UG_CONTROL,UG,Control,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T04,V07,46.0,0.02847467197750535,,UG_CONTROL,UG,Control,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T04,V08,83.66666666666667,0.05292819948638764,0.08253374789545216,UG_CONTROL,UG,Control,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T04,V09,84.0,0.05310001335776678,0.082839495725682,UG_CONTROL,UG,Control,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T04,V10,84.33333333333333,0.053382178309665275,0.08320892971593379,UG_CONTROL,UG,Control,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T04,V11,26.666666666666668,0.016507748682823245,,UG_CONTROL,UG,Control,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T04,V12,86.0,0.05443291988924041,0.084850682890185,UG_CONTROL,UG,Control,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T04,V13,84.0,0.053186405410451214,0.08288905513281619,UG_CONTROL,UG,Control,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T04,V14,83.0,0.05252720962930421,0.08188705112480016,UG_CONTROL,UG,Control,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T04,V15,85.33333333333333,0.05397894106596277,0.08417550106970338,UG_CONTROL,UG,Control,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T04,V16,25.333333333333332,0.015652780002462178,,UG_CONTROL,UG,Control,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T04,V17,42.333333333333336,0.026220960826679907,,UG_CONTROL,UG,Control,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T04,V18,28.333333333333332,0.017649953225607123,,UG_CONTROL,UG,Control,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T04,V19,26.333333333333332,0.016288016755774244,,UG_CONTROL,UG,Control,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T04,V20,86.33333333333333,0.054638136847109775,0.08517750507771941,UG_CONTROL,UG,Control,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T04,V21,83.33333333333333,0.05272298252851828,0.08220692570791775,UG_CONTROL,UG,Control,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T04,V22,44.0,0.027218713440060844,,UG_CONTROL,UG,Control,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T04,V23,83.66666666666667,0.05294271445556727,0.08254092704392309,UG_CONTROL,UG,Control,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T04,V24,25.666666666666668,0.01583403793249662,,UG_CONTROL,UG,Control,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T04,V25,27.333333333333332,0.016937768478265933,,UG_CONTROL,UG,Control,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T04,V26,27.0,0.016727480609872242,,UG_CONTROL,UG,Control,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T04,V27,86.33333333333333,0.0546526518162894,0.08518468422619035,UG_CONTROL,UG,Control,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T04,V28,43.0,0.026636465652942965,,UG_CONTROL,UG,Control,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T04,V29,27.333333333333332,0.016976242475280495,,UG_CONTROL,UG,Control,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T04,V30,25.0,0.01543304807541318,,UG_CONTROL,UG,Control,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T05,V01,37.0,0.0246116467145589,,DG_CONTROL,DG,Control,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T05,V02,81.33333333333333,0.05448336920252527,0.1628081781465768,DG_CONTROL,DG,Control,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,True
T05,V03,35.666666666666664,0.023693502373859723,,DG_CONTROL,DG,Control,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T05,V04,83.33333333333333,0.05583054074036775,0.1668210551813404,DG_CONTROL,DG,Control,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,True
T05,V05,42.666666666666664,0.027881939793723304,,DG_CONTROL,DG,Control,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
T05,V06,40.333333333333336,0.026873425954318523,,DG_CONTROL,DG,Control,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T05,V07,87.0,0.05832980527434123,0.17425930001711828,DG_CONTROL,DG,Control,DG-M-P,DG,personal,P,Moral,C,None,C-NA,True
T05,V08,46.333333333333336,0.0304342209965453,,DG_CONTROL,DG,Control,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,False
T05,V09,44.333333333333336,0.02908704945870282,,DG_CONTROL,DG,Control,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,False
T05,V10,46.666666666666664,0.030675242929541203,,DG_CONTROL,DG,Control,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,False
T05,V11,37.0,0.0246116467145589,,DG_CONTROL,DG,Control,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T05,V12,47.333333333333336,0.031061863374182107,,DG_CONTROL,DG,Control,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,False
T05,V13,47.0,0.030976354808949686,,DG_CONTROL,DG,Control,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,False
T05,V14,45.666666666666664,0.03001226707696607,,DG_CONTROL,DG,Control,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,False
T05,V15,47.333333333333336,0.03105832673540007,,DG_CONTROL,DG,Control,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,False
T05,V16,36.0,0.023885044276789155,,DG_CONTROL,DG,Control,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T05,V17,82.33333333333333,0.05525945167036148,0.16497330650209643,DG_CONTROL,DG,Control,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,True
T05,V18,41.0,0.027468576435571417,,DG_CONTROL,DG,Control,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T05,V19,37.0,0.0246116467145589,,DG_CONTROL,DG,Control,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T05,V20,48.0,0.03154037060139187,,DG_CONTROL,DG,Control,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,False
T05,V21,45.0,0.029470133264561688,,DG_CONTROL,DG,Control,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,False
T05,V22,83.66666666666667,0.05612104270343012,0.16760986474222553,DG_CONTROL,DG,Control,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,True
T05,V23,45.333333333333336,0.029711155197557588,,DG_CONTROL,DG,Control,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,False
T05,V24,36.0,0.023885044276789155,,DG_CONTROL,DG,Control,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T05,V25,40.666666666666664,0.027114447887314427,,DG_CONTROL,DG,Control,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T05,V26,37.666666666666664,0.025093690580550707,,DG_CONTROL,DG,Control,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T05,V27,48.0,0.03154390724017391,,DG_CONTROL,DG,Control,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,False
T05,V28,81.66666666666667,0.054720854496739135,0.1635282954106425,DG_CONTROL,DG,Control,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,True
T05,V29,40.0,0.026741973997801666,,DG_CONTROL,DG,Control,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T05,V30,35.0,0.023211458507867915,,DG_CONTROL,DG,Control,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T06,V01,35.0,0.020486151945675598,,UG_BONUS,UG,Bonus,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T06,V02,51.666666666666664,0.030203264940701302,,UG_BONUS,UG,Bonus,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T06,V03,32.333333333333336,0.018915029303629607,,UG_BONUS,UG,Bonus,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T06,V04,42.0,0.024528502950982186,,UG_BONUS,UG,Bonus,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T06,V05,75.33333333333333,0.04422612526369802,0.07811807169532485,UG_BONUS,UG,Bonus,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T06,V06,42.0,0.024607453560386683,,UG_BONUS,UG,Bonus,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T06,V07,49.333333333333336,0.028894646505710327,,UG_BONUS,UG,Bonus,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T06,V08,79.66666666666667,0.04686133583016703,0.08270653627135734,UG_BONUS,UG,Bonus,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T06,V09,75.66666666666667,0.04443342211278591,0.07845890332450005,UG_BONUS,UG,Bonus,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T06,V10,79.66666666666667,0.04687127724211263,0.08268026070523149,UG_BONUS,UG,Bonus,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T06,V11,34.333333333333336,0.020081499659445407,,UG_BONUS,UG,Bonus,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T06,V12,79.66666666666667,0.04681162877043903,0.08283791410198653,UG_BONUS,UG,Bonus,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T06,V13,89.66666666666667,0.052685966754153685,0.09311857271621798,UG_BONUS,UG,Bonus,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T06,V14,88.66666666666667,0.05206407620689,0.09209607782869243,UG_BONUS,UG,Bonus,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T06,V15,78.33333333333333,0.04605975211279902,0.08141275149653814,UG_BONUS,UG,Bonus,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T06,V16,34.333333333333336,0.02007155824749981,,UG_BONUS,UG,Bonus,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T06,V17,52.666666666666664,0.030878722975239165,,UG_BONUS,UG,Bonus,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T06,V18,39.0,0.02286271873263578,,UG_BONUS,UG,Bonus,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T06,V19,35.0,0.020462408694238217,,UG_BONUS,UG,Bonus,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T06,V20,80.0,0.04709623635823849,0.08311690964241407,UG_BONUS,UG,Bonus,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T06,V21,78.0,0.045868477660056146,0.08095832229804466,UG_BONUS,UG,Bonus,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T06,V22,52.666666666666664,0.030858840151347964,,UG_BONUS,UG,Bonus,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T06,V23,78.66666666666667,0.04624938669484896,0.08165776581770594,UG_BONUS,UG,Bonus,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T06,V24,33.333333333333336,0.019469550524127327,,UG_BONUS,UG,Bonus,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T06,V25,41.0,0.023995504425068603,,UG_BONUS,UG,Bonus,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T06,V26,36.0,0.0210842992415019,,UG_BONUS,UG,Bonus,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T06,V27,79.66666666666667,0.04681162877043903,0.08283791410198653,UG_BONUS,UG,Bonus,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T06,V28,61.0,0.03580932916241063,,UG_BONUS,UG,Bonus,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T06,V29,38.0,0.0222507695973177,,UG_BONUS,UG,Bonus,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T06,V30,31.666666666666668,0.01850043560545382,,UG_BONUS,UG,Bonus,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T07,V01,40.0,0.02629746695795444,,DG_AID,DG,Aid,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T07,V02,66.0,0.04344645834515006,0.1493724265662549,DG_AID,DG,Aid,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,True
T07,V03,41.0,0.02687112838051786,,DG_AID,DG,Aid,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T07,V04,80.66666666666667,0.05328407863021609,0.18284505058854142,DG_AID,DG,Aid,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,True
T07,V05,44.0,0.028598534181298447,,DG_AID,DG,Aid,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
