game_context,vignette_id,source_id_vignette,setting_code,sender_category,receiver_action,joint_action,weight_all30_Aid,weight_all30_Bonus,weight_all30_Control,weight_all30_Market,weight_within_game_Aid,weight_within_game_Bonus,weight_within_game_Control,weight_within_game_Market,mean_rating_Aid,mean_rating_Bonus,mean_rating_Control,mean_rating_Market,comparison,difference_all30,difference_within_game,raw_rating_difference
UG,V08,UG-C-CC-P,P,Cooperation,C,C-C,0.04677190064424269,0.04686133583016703,0.05292819948638764,0.04807668262757515,0.08098019651665357,0.08270653627135734,0.08253374789545216,0.08078503128911722,75.33333333333333,79.66666666666667,83.66666666666667,73.66666666666667,Market-Control,-0.0048515168588124935,-0.001748716606334938,-10.0
UG,V09,UG-S-DC-K,K,Self-interest,C,D-C,0.04571167292749464,0.04443342211278591,0.05310001335776678,0.05872975720529721,0.0791735867239584,0.07845890332450005,0.082839495725682,0.09877531886302886,73.66666666666667,75.66666666666667,84.0,90.0,Market-Control,0.005629743847530427,0.015935823137346858,6.0
UG,V10,UG-C-CC-K,K,Cooperation,C,C-C,0.04635683421781722,0.04687127724211263,0.053382178309665275,0.04696832639034848,0.08023178778215946,0.08268026070523149,0.08320892971593379,0.07893933286208277,74.66666666666667,79.66666666666667,84.33333333333333,72.0,Market-Control,-0.0064138519193167945,-0.004269596853851018,-12.333333333333329
UG,V12,UG-S-DD-P,P,Self-interest,D,D-D,0.05390356779312468,0.04681162877043903,0.05443291988924041,0.0475209545049008,0.09321101055806093,0.08283791410198653,0.084850682890185,0.07990352800736567,86.66666666666667,79.66666666666667,86.0,72.66666666666667,Market-Control,-0.006911965384339608,-0.004947154882819341,-13.333333333333329
UG,V13,UG-M-CC-K,K,Moral,C,C-C,0.04579412198219757,0.052685966754153685,0.053186405410451214,0.05083734319383917,0.07916859892530485,0.09311857271621798,0.08288905513281619,0.0854648370256219,73.66666666666667,89.66666666666667,84.0,78.0,Market-Control,-0.0023490622166120467,0.0025757818928057036,-6.0
UG,V14,UG-M-CD-K,K,Moral,D,C-D,0.045364014455315856,0.05206407620689,0.05252720962930421,0.05083734319383917,0.07846313155317082,0.09209607782869243,0.08188705112480016,0.0854648370256219,73.0,88.66666666666667,83.0,78.0,Market-Control,-0.0016898664354650442,0.0035777859008217366,-5.0
UG,V15,UG-M-CD-P,P,Moral,D,C-D,0.0507453908940036,0.04605975211279902,0.05397894106596277,0.04440384467140637,0.08777300707530067,0.08141275149653814,0.08417550106970338,0.07463861434322624,81.66666666666667,78.33333333333333,85.33333333333333,68.0,Market-Control,-0.0095750963945564,-0.009536886726477137,-17.33333333333333
UG,V20,UG-M-CC-P,P,Moral,C,C-C,0.05117549842088532,0.04709623635823849,0.054638136847109775,0.045547747668432226,0.08847847444743469,0.08311690964241407,0.08517750507771941,0.07643847035474532,82.33333333333333,80.0,86.33333333333333,69.66666666666667,Market-Control,-0.00909038917867755,-0.00873903472297409,-16.666666666666657
UG,V21,UG-C-CD-K,K,Cooperation,D,C-D,0.04595669809272542,0.045868477660056146,0.05272298252851828,0.04764583316541623,0.07953291356303603,0.08095832229804466,0.08220692570791775,0.08009942566950735,74.0,78.0,83.33333333333333,73.0,Market-Control,-0.0050771493631020514,-0.002107500038410398,-10.333333333333329
UG,V23,UG-C-CD-P,P,Cooperation,D,C-D,0.04676443549357586,0.04624938669484896,0.05294271445556727,0.0483025182192644,0.08095542925896825,0.08165776581770594,0.08254092704392309,0.08117172889159209,75.33333333333333,78.66666666666667,83.66666666666667,74.0,Market-Control,-0.004640196236302872,-0.001369198152330997,-9.666666666666671
UG,V27,UG-S-DC-P,P,Self-interest,C,D-C,0.05368851402968381,0.04681162877043903,0.0546526518162894,0.047749735104305975,0.09285827687199392,0.08283791410198653,0.08518468422619035,0.08026349920966948,86.33333333333333,79.66666666666667,86.33333333333333,73.0,Market-Control,-0.006902916711983426,-0.0049211850165208765,-13.333333333333329
DG,V02,DG-S-K,K,Self-interest,None,D-NA,0.04344645834515006,0.052871521388110264,0.05448336920252527,0.0608212469550573,0.1493724265662549,0.17000083977458305,0.1628081781465768,0.2011919855322429,66.0,83.66666666666667,81.33333333333333,90.66666666666667,Aid-Bonus,-0.009425063042960202,-0.020628413208328145,-17.66666666666667
DG,V04,DG-S-P,P,Self-interest,None,D-NA,0.05328407863021609,0.042574959432040343,0.05583054074036775,0.043489865160147155,0.18284505058854142,0.1372834453628362,0.1668210551813404,0.14403829932933737,80.66666666666667,67.66666666666667,83.33333333333333,65.0,Aid-Bonus,0.01070911919817575,0.04556160522570521,13.0
DG,V07,DG-M-P,P,Moral,None,C-NA,0.05765385381487212,0.04677313679182261,0.05832980527434123,0.0425959352878445,0.19717438888123553,0.15078447453338908,0.17425930001711828,0.14076982907607605,86.66666666666667,74.33333333333333,87.0,63.666666666666664,Aid-Bonus,0.010880717023049512,0.04638991434784645,12.333333333333343
DG,V17,DG-C-K,K,Cooperation,None,C-NA,0.045171107901385676,0.054529286645830156,0.05525945167036148,0.05364182243257582,0.1549042567846811,0.17577040384223674,0.16497330650209643,0.17796219013753323,68.33333333333333,86.66666666666667,82.33333333333333,80.33333333333333,Aid-Bonus,-0.00935817874444448,-0.020866147057555656,-18.333333333333343
DG,V22,DG-C-P,P,Cooperation,None,C-NA,0.04935027834536875,0.05556066336430959,0.05612104270343012,0.04492866371423693,0.1692519630803141,0.17866633075683344,0.16760986474222553,0.14906411260295807,74.66666666666667,88.0,83.66666666666667,67.33333333333333,Aid-Bonus,-0.006210385018940841,-0.009414367676519347,-13.333333333333329
DG,V28,DG-M-K,K,Moral,None,C-NA,0.0426466913627219,0.058249468605636595,0.054720854496739135,0.05646685446374636,0.14645191409897293,0.18749450573012147,0.1635282954106425,0.18697358332185235,64.66666666666667,92.33333333333333,81.66666666666667,84.33333333333333,Aid-Bonus,-0.015602777242914694,-0.04104259163114854,-27.666666666666657
TG,V01,TG-C-CC-P,P,Cooperation,C,C-C,0.051851482791284674,0.04862814698056014,0.0547732514746716,0.04716578339528107,0.08792755944330773,0.08438899384779346,0.08418773812836579,0.07800593020777545,87.33333333333333,83.33333333333333,89.66666666666667,79.66666666666667,Aid-Bonus,0.003223335810724537,0.0035385655955142703,4.0
TG,V03,TG-S-DC-P,P,Self-interest,C,D-C,0.05199835804230013,0.045104318051097124,0.052910496819817264,0.04492346391426155,0.08821890830882446,0.07829998408315514,0.08136080655003829,0.07436409782528203,87.66666666666667,77.33333333333333,86.66666666666667,76.0,Aid-Bonus,0.006894039991203006,0.009918924225669326,10.333333333333343
TG,V06,TG-M-CC-K,K,Moral,C,C-C,0.046893776408635436,0.05131782539042621,0.05482824788034832,0.05472339955532657,0.07953093164862596,0.08910120345187922,0.0842141395184564,0.09045870951338207,79.0,88.0,89.66666666666667,92.33333333333333,Aid-Bonus,-0.0044240489817907735,-0.00957027180325326,-9.0
TG,V11,TG-S-DC-K,K,Self-interest,C,D-C,0.046648684009618725,0.04646880778072909,0.05416177204172721,0.05471684471330495,0.07915653008484332,0.08066525491173071,0.0832530715248329,0.0904590869253486,78.66666666666667,79.66666666666667,88.66666666666667,92.33333333333333,Aid-Bonus,0.0001798762288896319,-0.0015087248268873948,-1.0
TG,V16,TG-C-CD-P,P,Cooperation,D,C-D,0.05123602002189759,0.0474412033603821,0.05392087221703653,0.04653206983381084,0.08690401798987886,0.08234817752126283,0.08291904952725311,0.07699684847215486,86.33333333333333,81.33333333333333,88.33333333333333,78.66666666666667,Aid-Bonus,0.0037948166615154877,0.004555840468616026,5.0
TG,V18,TG-M-CC-P,P,Moral,C,C-C,0.05243840487680976,0.05033529089715202,0.05525464204746156,0.047640711897409045,0.08891787981743023,0.08741044006615871,0.08485091658718359,0.07872797697731834,88.33333333333333,86.33333333333333,90.33333333333333,80.33333333333333,Aid-Bonus,0.0021031139796577406,0.0015074397512715165,2.0
TG,V19,TG-C-CD-K,K,Cooperation,D,C-D,0.046240003705078636,0.047819604873326156,0.054374764586988124,0.053934831028065455,0.07847416911589074,0.08302476107431783,0.08356902729102562,0.08915189738286493,78.0,82.0,89.0,91.0,Aid-Bonus,-0.00157960116824752,-0.004550591958427094,-4.0
TG,V24,TG-S-DD-K,K,Self-interest,D,D-D,0.04562454093569155,0.045489827010868594,0.05352238532935305,0.05450560685948155,0.07745062766246187,0.07897241541581028,0.08230033868991293,0.0901227263468084,77.0,78.0,87.66666666666667,92.0,Aid-Bonus,0.0001347139248229559,-0.001521787753348408,-1.0
TG,V25,TG-M-CD-K,K,Moral,D,C-D,0.046278313639248364,0.05012910490854131,0.05440226278982649,0.05472339955532657,0.07850739019519709,0.08706142518044857,0.08358222798607091,0.09045870951338207,78.0,86.0,89.0,92.33333333333333,Aid-Bonus,-0.0038507912692929483,-0.00855403498525148,-8.0
TG,V26,TG-C-CC-K,K,Cooperation,C,C-C,0.047454216589344865,0.04979125905008206,0.05519923656519343,0.054568544589535674,0.08050464148309529,0.08641620473214717,0.08481964966075127,0.09016097911848553,80.0,85.33333333333333,90.33333333333333,92.0,Aid-Bonus,-0.002337042460737196,-0.005911563249051885,-5.333333333333329
TG,V29,TG-M-CD-P,P,Moral,D,C-D,0.051822942107422686,0.04914657041526712,0.054615255335087404,0.04702273276845237,0.08789433836400136,0.08537066179472806,0.08389818375226366,0.07772845843461704,87.33333333333333,84.33333333333333,89.33333333333333,79.33333333333333,Aid-Bonus,0.002676371692155566,0.0025236765692732976,3.0
TG,V30,TG-S-DD-P,P,Self-interest,D,D-D,0.05097909959352682,0.0443112454426049,0.05269750427455635,0.044305484785304876,0.08651300588644305,0.07694047792056803,0.08104485078384555,0.07336457928258072,86.0,76.0,86.33333333333333,75.0,Aid-Bonus,0.006667854150921915,0.009572527965875016,10.0
UG,V05,UG-S-DD-K,K,Self-interest,D,D-D,0.04571167292749464,0.04422612526369802,0.052880281430717775,0.058272196006486865,0.0791735867239584,0.07811807169532485,0.08250549438967665,0.09805537645842122,73.66666666666667,75.33333333333333,83.66666666666667,89.33333333333333,Aid-Bonus,0.0014855476637966186,0.0010555150286335468,-1.6666666666666572
UG,V08,UG-C-CC-P,P,Cooperation,C,C-C,0.04677190064424269,0.04686133583016703,0.05292819948638764,0.04807668262757515,0.08098019651665357,0.08270653627135734,0.08253374789545216,0.08078503128911722,75.33333333333333,79.66666666666667,83.66666666666667,73.66666666666667,Aid-Bonus,-8.943518592433725e-05,-0.001726339754703765,-4.333333333333343
UG,V09,UG-S-DC-K,K,Self-interest,C,D-C,0.04571167292749464,0.04443342211278591,0.05310001335776678,0.05872975720529721,0.0791735867239584,0.07845890332450005,0.082839495725682,0.09877531886302886,73.66666666666667,75.66666666666667,84.0,90.0,Aid-Bonus,0.0012782508147087257,0.000714683399458349,-2.0
UG,V10,UG-C-CC-K,K,Cooperation,C,C-C,0.04635683421781722,0.04687127724211263,0.053382178309665275,0.04696832639034848,0.08023178778215946,0.08268026070523149,0.08320892971593379,0.07893933286208277,74.66666666666667,79.66666666666667,84.33333333333333,72.0,Aid-Bonus,-0.0005144430242954093,-0.0024484729230720287,-5.0
UG,V12,UG-S-DD-P,P,Self-interest,D,D-D,0.05390356779312468,0.04681162877043903,0.05443291988924041,0.0475209545049008,0.09321101055806093,0.08283791410198653,0.084850682890185,0.07990352800736567,86.66666666666667,79.66666666666667,86.0,72.66666666666667,Aid-Bonus,0.0070919390226856505,0.010373096456074399,7.0
UG,V13,UG-M-CC-K,K,Moral,C,C-C,0.04579412198219757,0.052685966754153685,0.053186405410451214,0.05083734319383917,0.07916859892530485,0.09311857271621798,0.08288905513281619,0.0854648370256219,73.66666666666667,89.66666666666667,84.0,78.0,Aid-Bonus,-0.006891844771956111,-0.013949973790913131,-16.0
UG,V14,UG-M-CD-K,K,Moral,D,C-D,0.045364014455315856,0.05206407620689,0.05252720962930421,0.05083734319383917,0.07846313155317082,0.09209607782869243,0.08188705112480016,0.0854648370256219,73.0,88.66666666666667,83.0,78.0,Aid-Bonus,-0.006700061751574143,-0.013632946275521612,-15.666666666666671
UG,V15,UG-M-CD-P,P,Moral,D,C-D,0.0507453908940036,0.04605975211279902,0.05397894106596277,0.04440384467140637,0.08777300707530067,0.08141275149653814,0.08417550106970338,0.07463861434322624,81.66666666666667,78.33333333333333,85.33333333333333,68.0,Aid-Bonus,0.004685638781204579,0.006360255578762533,3.333333333333343
UG,V20,UG-M-CC-P,P,Moral,C,C-C,0.05117549842088532,0.04709623635823849,0.054638136847109775,0.045547747668432226,0.08847847444743469,0.08311690964241407,0.08517750507771941,0.07643847035474532,82.33333333333333,80.0,86.33333333333333,69.66666666666667,Aid-Bonus,0.004079262062646832,0.005361564805020619,2.3333333333333286
UG,V21,UG-C-CD-K,K,Cooperation,D,C-D,0.04595669809272542,0.045868477660056146,0.05272298252851828,0.04764583316541623,0.07953291356303603,0.08095832229804466,0.08220692570791775,0.08009942566950735,74.0,78.0,83.33333333333333,73.0,Aid-Bonus,8.822043266927537e-05,-0.0014254087350086264,-4.0
UG,V23,UG-C-CD-P,P,Cooperation,D,C-D,0.04676443549357586,0.04624938669484896,0.05294271445556727,0.0483025182192644,0.08095542925896825,0.08165776581770594,0.08254092704392309,0.08117172889159209,75.33333333333333,78.66666666666667,83.66666666666667,74.0,Aid-Bonus,0.0005150487987269012,-0.0007023365587376929,-3.333333333333343
UG,V27,UG-S-DC-P,P,Self-interest,C,D-C,0.05368851402968381,0.04681162877043903,0.0546526518162894,0.047749735104305975,0.09285827687199392,0.08283791410198653,0.08518468422619035,0.08026349920966948,86.33333333333333,79.66666666666667,86.33333333333333,73.0,Aid-Bonus,0.006876885259244778,0.010020362770007396,6.666666666666657
